year,ind2d,theta_WI1_ct,theta_WI2_ct,theta_WI2_xt,theta_WI1_kt,theta_WI2_kt
1955,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1956,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1957,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1958,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1959,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1960,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1961,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1962,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1963,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1964,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1965,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1966,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1967,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1968,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1969,11,.79888213,.63676381,-.058980599,-.092389502,.069323599
1970,11,.75862962,.66402382,.0116943,-.0051655001,-.0082935998
1971,11,.79300898,.68832988,-.000182,.0080118999,.0613968
1972,11,.78164327,.68713439,.0937002,.14831489,.073220603
1973,11,.77246678,.75514162,.3349447,.26627141,.19955181
1974,11,.80538458,.71893328,.35624751,.231635,.0229015
1975,11,.83279061,.70905203,.40197,.58928359,.078638501
1976,11,.83702952,.72245759,.33744401,.34836641,.097408198
1977,11,.84680879,.70768458,.30925691,.36574441,.0549642
1978,11,.87062562,.69797641,.28223851,.069104001,.0088245003
1979,11,.87291092,.70327848,.3197788,.1700038,.056255501
1980,11,.84926832,.69081628,.35558769,.22673871,.043974299
1981,11,.85359991,.68434638,.29165539,.3753449,.24512599
1982,11,.85223389,.67085522,.22844809,.25735241,.27943379
1983,11,.86455989,.69371229,.2332352,.53359592,.31464481
1984,11,.85400081,.67000622,.2408801,.57257599,.42028639
1985,11,.7764309,.60033548,.3079817,.49515271,.30926871
1986,11,.71023858,.54009539,.2712698,.48013631,.2008795
1987,11,.7176711,.56779832,.2476033,.1992514,-.021269901
1988,11,.71019971,.57436091,.25220841,.1901785,-.036420099
1989,11,.69288832,.55668032,.1503315,.28773639,.20768011
1990,11,.70305598,.55363089,.111408,.2177382,.20305739
1991,11,.68087482,.51527148,.1758088,.1757018,.1663831
1992,11,.68722552,.50741923,.25831541,.32475051,.29506731
1993,11,.69417012,.52270132,.25360471,.3386997,.30541179
1994,11,.71227008,.5620622,.28285739,.1619795,.092919998
1995,11,.73141688,.58245617,.25238779,.36128801,.26571491
1996,11,.75412679,.61831069,.2051034,.42405021,.38792571
1997,11,.80024862,.6736269,.14314079,.20971119,.1874046
1998,11,.8243295,.6946795,.16141561,.14546099,.1311423
1999,11,.84642643,.70424968,.1225187,.073638,.2070848
2000,11,.84994513,.71127212,.146071,.2202221,.23970281
2001,11,.8893851,.7097401,.17034221,.069119297,.1419241
2002,11,.90226239,.65533203,.31346279,.086426102,.1485841
2003,11,.92066288,.65028328,.3841109,.1025447,.1173984
2004,11,.92749119,.67004943,.30376831,.1107899,.18460929
2005,11,.94298297,.68979073,.3735871,.059529498,.18898331
2006,11,.92120701,.67579561,.42461431,.1800788,.2630212
2007,11,.93697858,.67874932,.53249162,.1207695,.1243727
2008,11,.87391108,.65013051,.32679459,.086430296,.1825054
2009,11,.85408592,.63179982,.35649469,.24168681,.2456132
2010,11,.84338659,.64895481,.29662591,.1372399,.17842451
2011,11,.84169149,.64506012,.2581445,.25726211,.33935291
2012,11,.8386451,.64593703,.2050719,.26479509,.33749911
2013,11,.87151903,.6730029,.25371659,.2100137,.2916221
2014,11,.89964187,.72049761,.100297,.1590945,.26611051
2015,11,.91110188,.74963319,-.1111206,.1586594,.29692101
2016,11,.93373579,.79557961,-.1552496,-.16446111,-.065631904
2017,11,.93373579,.79557961,-.1552496,-.16446111,-.065631904
2018,11,.93373579,.79557961,-.1552496,-.16446111,-.065631904
2019,11,.93373579,.79557961,-.1552496,-.16446111,-.065631904
2020,11,.93373579,.79557961,-.1552496,-.16446111,-.065631904
2021,11,.93373579,.79557961,-.1552496,-.16446111,-.065631904
1955,21,.80800557,.70504242,.1067902,.18564761,.1809931
1956,21,.80800557,.70504242,.1067902,.18564761,.1809931
1957,21,.80800557,.70504242,.1067902,.18564761,.1809931
1958,21,.80800557,.70504242,.1067902,.18564761,.1809931
1959,21,.80800557,.70504242,.1067902,.18564761,.1809931
1960,21,.80800557,.70504242,.1067902,.18564761,.1809931
1961,21,.80800557,.70504242,.1067902,.18564761,.1809931
1962,21,.80800557,.70504242,.1067902,.18564761,.1809931
1963,21,.80800557,.70504242,.1067902,.18564761,.1809931
1964,21,.80800557,.70504242,.1067902,.18564761,.1809931
1965,21,.80800557,.70504242,.1067902,.18564761,.1809931
1966,21,.80800557,.70504242,.1067902,.18564761,.1809931
1967,21,.80800557,.70504242,.1067902,.18564761,.1809931
1968,21,.80800557,.70504242,.1067902,.18564761,.1809931
1969,21,.80800557,.70504242,.1067902,.18564761,.1809931
1970,21,.81132913,.69872892,.16196521,.20046081,.1931399
1971,21,.8202005,.70848572,.13115171,.2158338,.19596431
1972,21,.81349921,.70411438,.17989179,.062694103,.0624259
1973,21,.79748857,.68616247,.18851949,.0714733,.069878802
1974,21,.78405058,.66880381,.1955563,.072012901,.073883802
1975,21,.77239722,.64399832,.1903487,.084366798,.093182698
1976,21,.75934631,.62199932,.2167792,.1064288,.1124837
1977,21,.73890162,.59361118,.2102149,.2173145,.2046598
1978,21,.71882099,.57938331,.184559,.3427605,.33781391
1979,21,.70693278,.58179098,.16182689,.34054959,.32371691
1980,21,.69194281,.58982247,.1745939,.40789109,.38156271
1981,21,.68092668,.58989239,.2293292,.44386429,.40582189
1982,21,.67274177,.57548809,.2233818,.38111371,.3485328
1983,21,.68583792,.57959849,.23152611,.35582459,.32401329
1984,21,.70467389,.56296319,.32606551,.3378551,.3009508
1985,21,.70925349,.53886461,.41545489,.27875581,.2407032
1986,21,.75628328,.57421392,.3932226,.2330305,.1997804
1987,21,.78378582,.60553151,.42660981,.21273559,.1907808
1988,21,.77591407,.59441018,.46011311,.2487478,.2100009
1989,21,.77064288,.60822159,.32979289,.25478259,.2299757
1990,21,.76748419,.62506813,.27038309,.2730836,.2569406
1991,21,.74419421,.60945702,.28539699,.2865535,.25454631
1992,21,.74809641,.62533128,.2169482,.28556821,.26702711
1993,21,.74568582,.63300931,.1798445,.2474167,.23685379
1994,21,.72603458,.62412661,.20270421,.25442699,.2363698
1995,21,.72657859,.63262808,.1236497,.29397789,.29024941
1996,21,.73905528,.65216482,.1241113,.29457331,.29706889
1997,21,.72616613,.64373732,.15016,.31413469,.30753839
1998,21,.69565892,.61537123,.2236443,.35392961,.33720991
1999,21,.70167142,.61595792,.2283605,.37764671,.35349199
2000,21,.69353849,.60609323,.2758114,.31206059,.28971779
2001,21,.66143602,.57713449,.27358869,.36417311,.33200371
2002,21,.66656959,.59261602,.1848229,.30786949,.30111381
2003,21,.68227839,.62555248,.18364111,.25773159,.23622631
2004,21,.7044884,.67501712,.18646801,.19880401,.16139831
2005,21,.71609801,.69961452,.20442089,.2012796,.144154
2006,21,.73048472,.71927738,.24791621,.2305031,.1655391
2007,21,.76396263,.73671257,.38320389,.31463379,.2078061
2008,21,.79291958,.73937982,.3406907,.3293401,.2425984
2009,21,.79457271,.72263128,.3510837,.3655681,.2741679
2010,21,.80645198,.723248,.36518201,.4171727,.32267311
2011,21,.80872393,.71532929,.34528551,.4285475,.35945791
2012,21,.78945303,.69662517,.3115094,.4361316,.37314039
2013,21,.82263511,.7226578,.33159319,.49996951,.42626941
2014,21,.83939338,.72595668,.2892355,.61827779,.57627833
2015,21,.84319109,.72997588,.25935781,.60567892,.57502079
2016,21,.89727318,.77648598,.2002624,.70273638,.66172338
2017,21,.89727318,.77648598,.2002624,.70273638,.66172338
2018,21,.89727318,.77648598,.2002624,.70273638,.66172338
2019,21,.89727318,.77648598,.2002624,.70273638,.66172338
2020,21,.89727318,.77648598,.2002624,.70273638,.66172338
2021,21,.89727318,.77648598,.2002624,.70273638,.66172338
1955,22,.87182808,.80105811,.1334977,.096982799,.051298901
1956,22,.87182808,.80105811,.1334977,.096982799,.051298901
1957,22,.87182808,.80105811,.1334977,.096982799,.051298901
1958,22,.87182808,.80105811,.1334977,.096982799,.051298901
1959,22,.87182808,.80105811,.1334977,.096982799,.051298901
1960,22,.87182808,.80105811,.1334977,.096982799,.051298901
1961,22,.87182808,.80105811,.1334977,.096982799,.051298901
1962,22,.87182808,.80105811,.1334977,.096982799,.051298901
1963,22,.87182808,.80105811,.1334977,.096982799,.051298901
1964,22,.87182808,.80105811,.1334977,.096982799,.051298901
1965,22,.87182808,.80105811,.1334977,.096982799,.051298901
1966,22,.87182808,.80105811,.1334977,.096982799,.051298901
1967,22,.87182808,.80105811,.1334977,.096982799,.051298901
1968,22,.87182808,.80105811,.1334977,.096982799,.051298901
1969,22,.87182808,.80105811,.1334977,.096982799,.051298901
1970,22,.84855843,.78525978,.163385,.1976254,.079337999
1971,22,.84890783,.70833409,.3565098,.1172252,-.35083199
1972,22,.84573138,.6510126,.499239,.096749596,-.27310559
1973,22,.85529512,.6144256,.4932929,.1718879,-.15108401
1974,22,.85625088,.59439129,.42305109,.065116197,-.071695901
1975,22,.86570847,.64121372,.44352689,.18858629,.093358196
1976,22,.8586911,.65305042,.44561601,.17584901,.0020021
1977,22,.85483289,.69002289,.30813849,.1938237,.071996197
1978,22,.84875017,.70230001,.45775741,.2181206,.0111945
1979,22,.83232027,.66675621,.54523557,.32676849,.073207997
1980,22,.82970142,.65467441,.38406059,.3734268,.1832249
1981,22,.84990448,.72517532,.25284389,.35274991,.2404851
1982,22,.85362941,.72255182,.0783353,.47338921,.4462721
1983,22,.87295061,.67696691,.20800041,.51733148,.51299709
1984,22,.87200701,.69087958,.15603261,.48289701,.43269461
1985,22,.85864842,.72460669,.51216632,-.1225754,-.26077029
1986,22,.84058732,.69247651,.63633293,-.048356201,-.176183
1987,22,.80697131,.69343293,.4343082,-.078802802,-.0698791
1988,22,.8084681,.68189168,.44797951,-.1162697,-.057118099
1989,22,.82677472,.69584769,.4836891,-.081522599,.0019753
1990,22,.85063672,.7343899,.22307789,.15434679,.1645007
1991,22,.83893019,.72456533,.21129119,.0838724,.15635259
1992,22,.81977361,.69177419,.1234636,.2118609,.34825209
1993,22,.8075105,.66941518,.16914921,.50548917,.67328918
1994,22,.78689152,.65697539,.2574555,.1917637,.2295545
1995,22,.79057157,.65485191,.3215569,.1904643,.22273339
1996,22,.78903711,.63649702,.31057739,.2075616,.22809391
1997,22,.81158042,.66808999,.26354611,.1688516,.1702722
1998,22,.83313912,.65157938,.1942926,.1076508,.0803416
1999,22,.83138549,.6127969,.2237806,.21596029,.2381576
2000,22,.82123011,.68192118,.14840619,.2344982,.2233
2001,22,.83377331,.746961,.1867173,.27602211,.25546759
2002,22,.84910482,.78790951,.2008871,.30702451,.28403109
2003,22,.85160798,.79336858,.2886894,.3059974,.2915037
2004,22,.87912399,.80885798,.3391073,.23463529,.2141643
2005,22,.87786287,.80295283,.53181672,.169313,.054039098
2006,22,.90871012,.8727932,.47241071,.065592401,-.0065974002
2007,22,.89767689,.84590793,.24843021,-.0141511,-.039891299
2008,22,.88706738,.83783841,.1382416,-.056784,-.070012301
2009,22,.8348009,.79850268,.1912829,-.00053000002,-.063503198
2010,22,.82577378,.79189622,.1019208,.0442614,.0136213
2011,22,.7433129,.67887843,.1711114,.1150074,.0833904
2012,22,.69640797,.63331568,.2306665,.1253857,.066517599
2013,22,.74502039,.65181869,.42089811,.1833649,.083197899
2014,22,.73334569,.58294868,.34857169,.91516823,.75723362
2015,22,.73127931,.57187063,.42437339,1.106387,.8763575
2016,22,.73794109,.54837579,.35376549,1.1128,.82920003
2017,22,.73794109,.54837579,.35376549,1.1128,.82920003
2018,22,.73794109,.54837579,.35376549,1.1128,.82920003
2019,22,.73794109,.54837579,.35376549,1.1128,.82920003
2020,22,.73794109,.54837579,.35376549,1.1128,.82920003
2021,22,.73794109,.54837579,.35376549,1.1128,.82920003
1955,23,.89616579,.77814412,.087972999,.112603,.078317598
1956,23,.89616579,.77814412,.087972999,.112603,.078317598
1957,23,.89616579,.77814412,.087972999,.112603,.078317598
1958,23,.89616579,.77814412,.087972999,.112603,.078317598
1959,23,.89616579,.77814412,.087972999,.112603,.078317598
1960,23,.89616579,.77814412,.087972999,.112603,.078317598
1961,23,.89616579,.77814412,.087972999,.112603,.078317598
1962,23,.89616579,.77814412,.087972999,.112603,.078317598
1963,23,.89616579,.77814412,.087972999,.112603,.078317598
1964,23,.89616579,.77814412,.087972999,.112603,.078317598
1965,23,.89616579,.77814412,.087972999,.112603,.078317598
1966,23,.89616579,.77814412,.087972999,.112603,.078317598
1967,23,.89616579,.77814412,.087972999,.112603,.078317598
1968,23,.89616579,.77814412,.087972999,.112603,.078317598
1969,23,.89616579,.77814412,.087972999,.112603,.078317598
1970,23,.89077121,.76053858,.1866606,.1079182,.082877196
1971,23,.88916808,.78730291,.1418338,.093342997,.078233503
1972,23,.89432532,.81502992,.1487059,.0861113,.078458004
1973,23,.89038211,.80168611,.1789147,.095995903,.075986102
1974,23,.87913537,.76852262,.289269,.098453,.0320476
1975,23,.88596052,.75110638,.31654009,.1095071,.026888
1976,23,.88081068,.72831053,.3831349,.1496029,.056522202
1977,23,.88344938,.72334379,.3857432,.1199027,.0287244
1978,23,.8815847,.72167999,.3886421,.122911,.038574498
1979,23,.88020837,.7141403,.37586191,.1140484,.034229599
1980,23,.87607843,.69710928,.366613,.097346596,.0420096
1981,23,.87009919,.70619887,.28796101,.077840298,.046670701
1982,23,.86358821,.69987929,.287258,.061673801,.034533199
1983,23,.864573,.69529778,.2581242,.080766097,.0440741
1984,23,.88529301,.72780371,.26240659,.079069197,.060982101
1985,23,.88849872,.747572,.2715992,.035702299,.035070099
1986,23,.90234298,.77103889,.26838559,.047971498,.045582101
1987,23,.90811568,.77753133,.27190879,.0505138,.048589598
1988,23,.91347712,.78060538,.280247,.030431701,.026387701
1989,23,.90151322,.75906962,.3272444,.029383499,.0251793
1990,23,.89791012,.74453068,.2715939,.071911097,.067876302
1991,23,.89842582,.73467809,.3073504,.038685501,.0157959
1992,23,.90959549,.76202512,.26206869,.043480501,.0186611
1993,23,.91576761,.79630631,.1924554,.0603211,.0659853
1994,23,.92024058,.80065173,.16750459,.04301,.041014701
1995,23,.92498451,.81139719,.1597386,.0448341,.036115799
1996,23,.91760069,.77900791,.21862391,.0445108,.029917199
1997,23,.91816747,.76956558,.2204932,.0441483,.034050401
1998,23,.91881663,.76995611,.2396742,.0411609,.026847599
1999,23,.92546678,.78620589,.21231809,.045853,.040986098
2000,23,.93312043,.7897929,.21499249,.037141498,.041220099
2001,23,.93939322,.83363491,.1682055,.023912599,.037225999
2002,23,.93251431,.83312583,.1909771,.065829903,.0849123
2003,23,.93408298,.83425939,.2342831,.080457598,.1007524
2004,23,.92898428,.8073824,.20773309,.040425699,.063222297
2005,23,.91760588,.80319399,.2238017,.062822498,.076181501
2006,23,.91065258,.77837878,.2472195,.067514703,.085363001
2007,23,.91728759,.79998767,.25232431,.082280204,.076901004
2008,23,.9133724,.81092089,.22106349,.080209598,.073174402
2009,23,.91362178,.85128278,.22582939,.064121701,.061393101
2010,23,.93468457,.88840228,.2143105,.059690502,.045054201
2011,23,.92237359,.85002261,.26127249,.061053898,.0412887
2012,23,.89812738,.81545383,.20720521,.053356301,.041816
2013,23,.90170181,.79139149,.2189294,.051569,.039513301
2014,23,.90705138,.77421618,.21645591,.084608398,.070359297
2015,23,.89563411,.74930561,.1682639,.1035512,.1623075
2016,23,.90887672,.76086968,.2270968,.095999204,.1146803
2017,23,.90887672,.76086968,.2270968,.095999204,.1146803
2018,23,.90887672,.76086968,.2270968,.095999204,.1146803
2019,23,.90887672,.76086968,.2270968,.095999204,.1146803
2020,23,.90887672,.76086968,.2270968,.095999204,.1146803
2021,23,.90887672,.76086968,.2270968,.095999204,.1146803
1955,31,.85316199,.72526139,.226955,.1826662,.077874199
1956,31,.85316199,.72526139,.226955,.1826662,.077874199
1957,31,.85316199,.72526139,.226955,.1826662,.077874199
1958,31,.85316199,.72526139,.226955,.1826662,.077874199
1959,31,.85316199,.72526139,.226955,.1826662,.077874199
1960,31,.85316199,.72526139,.226955,.1826662,.077874199
1961,31,.85316199,.72526139,.226955,.1826662,.077874199
1962,31,.85316199,.72526139,.226955,.1826662,.077874199
1963,31,.85316199,.72526139,.226955,.1826662,.077874199
1964,31,.85316199,.72526139,.226955,.1826662,.077874199
1965,31,.85316199,.72526139,.226955,.1826662,.077874199
1966,31,.85316199,.72526139,.226955,.1826662,.077874199
1967,31,.85316199,.72526139,.226955,.1826662,.077874199
1968,31,.85316199,.72526139,.226955,.1826662,.077874199
1969,31,.85316199,.72526139,.226955,.1826662,.077874199
1970,31,.87201637,.72962731,.26638901,.16505709,.070255198
1971,31,.87447381,.73406988,.27359051,.1719562,.076726303
1972,31,.87592328,.74119538,.27816939,.23632739,.1220925
1973,31,.88755792,.75260168,.2448234,.1759349,.1142163
1974,31,.9070735,.76414597,.22170299,.1409726,.1086306
1975,31,.91478509,.76833469,.2067354,.126707,.090107299
1976,31,.91685218,.77092761,.20026539,.1181908,.091742702
1977,31,.91662627,.76933712,.2112021,.1098655,.087103598
1978,31,.9116506,.76558411,.21701171,.1191347,.077030502
1979,31,.90129727,.75661957,.23680609,.1231647,.0767726
1980,31,.9003132,.75427222,.2387116,.1117898,.073719501
1981,31,.89983952,.75099337,.25264221,.079738103,.051210701
1982,31,.91685182,.75525361,.2479348,.019019,-.0094218999
1983,31,.91865242,.75263381,.2485795,.069103003,.033792298
1984,31,.92269051,.7521354,.2286323,.1036786,.072465703
1985,31,.91905528,.75611663,.2329962,.1135067,.0765398
1986,31,.91544431,.74580359,.2302057,.1236463,.089023396
1987,31,.90166819,.73224068,.2389681,.1254508,.1046557
1988,31,.89886612,.72027242,.2417797,.1079657,.1036376
1989,31,.89424348,.71154881,.28628379,.083067901,.075841203
1990,31,.90075833,.71110421,.26803041,.051549401,.080906801
1991,31,.90772092,.71653068,.2662431,.0498062,.0722863
1992,31,.90462798,.72549272,.24963281,.086687103,.080593102
1993,31,.89610791,.7285375,.2567803,.086755298,.076957002
1994,31,.8901723,.73069352,.2392647,.096118599,.080686897
1995,31,.88436848,.72695982,.2493992,.097630702,.0644245
1996,31,.87868601,.72171718,.2487811,.1041895,.077061899
1997,31,.87731999,.71259159,.2514998,.1001431,.0731325
1998,31,.8841095,.70869118,.2470469,.1051941,.079708599
1999,31,.88764042,.7037397,.2549811,.1085098,.089945003
2000,31,.88810772,.69898319,.27237079,.1188082,.096912198
2001,31,.88285011,.69156939,.28265649,.1309254,.094631299
2002,31,.8848626,.6965844,.28840661,.1329769,.089050703
2003,31,.88332808,.69982058,.29970449,.13291921,.079512604
2004,31,.88423657,.70287257,.31606519,.14286549,.056275699
2005,31,.87437862,.69570053,.29682499,.15535431,.050593
2006,31,.87245011,.69710219,.2890425,.13409171,.040090699
2007,31,.87376612,.70984519,.28451571,.17283119,.0698485
2008,31,.88476568,.73068058,.2524873,.1940916,.1052091
2009,31,.90301043,.75520998,.23052999,.1959587,.1261514
2010,31,.90619469,.76708251,.25826231,.22192781,.1172257
2011,31,.918257,.78954822,.28572151,.0806688,.039432298
2012,31,.91389078,.79501963,.29396909,.098782599,.065089703
2013,31,.90491557,.79231101,.2856707,.14765289,.1079128
2014,31,.89455289,.78185529,.29026711,.1303346,.0975952
2015,31,.8993687,.78856713,.25435129,.1243003,.1089614
2016,31,.89402908,.78826302,.2107349,.23045181,.1724295
2017,31,.89402908,.78826302,.2107349,.23045181,.1724295
2018,31,.89402908,.78826302,.2107349,.23045181,.1724295
2019,31,.89402908,.78826302,.2107349,.23045181,.1724295
2020,31,.89402908,.78826302,.2107349,.23045181,.1724295
2021,31,.89402908,.78826302,.2107349,.23045181,.1724295
1955,32,.92705739,.65284288,.2371399,.094131701,.1167552
1956,32,.92705739,.65284288,.2371399,.094131701,.1167552
1957,32,.92705739,.65284288,.2371399,.094131701,.1167552
1958,32,.92705739,.65284288,.2371399,.094131701,.1167552
1959,32,.92705739,.65284288,.2371399,.094131701,.1167552
1960,32,.92705739,.65284288,.2371399,.094131701,.1167552
1961,32,.92705739,.65284288,.2371399,.094131701,.1167552
1962,32,.92705739,.65284288,.2371399,.094131701,.1167552
1963,32,.92705739,.65284288,.2371399,.094131701,.1167552
1964,32,.92705739,.65284288,.2371399,.094131701,.1167552
1965,32,.92705739,.65284288,.2371399,.094131701,.1167552
1966,32,.92705739,.65284288,.2371399,.094131701,.1167552
1967,32,.92705739,.65284288,.2371399,.094131701,.1167552
1968,32,.92705739,.65284288,.2371399,.094131701,.1167552
1969,32,.92705739,.65284288,.2371399,.094131701,.1167552
1970,32,.94133359,.68306178,.25378031,.057592399,.104698
1971,32,.92510909,.68039101,.2696043,.1355966,.1321342
1972,32,.90547872,.67493182,.30453381,.2693406,.1668829
1973,32,.89093238,.67571491,.31189969,.24390189,.16374999
1974,32,.8944999,.68105751,.32444301,.23877829,.148278
1975,32,.89162898,.68698132,.32912421,.1986338,.1236127
1976,32,.89120328,.69491571,.33523941,.1694109,.1165983
1977,32,.88762742,.69966722,.32662061,.1381122,.1084029
1978,32,.88608283,.7000404,.33562189,.115144,.088267997
1979,32,.88471508,.70264482,.30146229,.1223912,.1018753
1980,32,.87734139,.69777358,.3152115,.13026839,.095575899
1981,32,.87496698,.68902552,.3165502,.1523919,.096966803
1982,32,.87547082,.68403012,.306532,.1504281,.080180697
1983,32,.87281787,.68179607,.2926698,.2009954,.097961903
1984,32,.86125308,.67365938,.33666211,.20213071,.078724399
1985,32,.86485428,.67275578,.35387129,.1245907,.018218599
1986,32,.86490297,.67489892,.357701,.109785,.0187445
1987,32,.86152822,.67327172,.35769221,.1182334,.031281199
1988,32,.86131603,.67243111,.35090691,.12652861,.042093098
1989,32,.86747348,.67273557,.34207919,.121354,.0456344
1990,32,.86679351,.66394871,.28645161,.1696614,.1032268
1991,32,.87052768,.66449422,.26073319,.16958231,.1191
1992,32,.86925608,.65547597,.26165551,.1839454,.1237579
1993,32,.8643766,.65198839,.2662999,.1572026,.1357114
1994,32,.85935593,.65448952,.23013,.1514042,.16271339
